Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ITUB,Itau Unibanco Banco Holding SA,5.32,$51.94B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/itub
ITT,ITT Inc.,59.79,$5.16B,2011,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,11.71,$194.04M,2013,n/a,n/a,https://old.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,98.69,$300.77B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm
JPM^C,J P Morgan Chase & Co,28.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^c
JPM^D,J P Morgan Chase & Co,27.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^d
JPM^G,J P Morgan Chase & Co,25.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.5,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^h
JPM^J,J P Morgan Chase & Co,26.52,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm^j
JAX,"J. Alexander&#39;s Holdings, Inc.",4.02,$60.35M,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",0.6545,$29.3M,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill
SJM,J.M. Smucker Company (The),107.59,$12.28B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,34.03,$5.12B,1993,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl
J,Jacobs Engineering Group Inc.,84.39,$10.98B,n/a,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j
JHX,James Hardie Industries plc.,20.47,$9.07B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,22.05,$4.08B,2017,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,8,$226.67M,1990,n/a,n/a,https://old.nasdaq.com/symbol/jof
JWS,Jaws Acquisition Corp.,10.47,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/jws
JWS.U,Jaws Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/jws.u
JWS.WS,Jaws Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jws.ws
JBGS,JBG SMITH Properties,29.35,$3.92B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs
JEF,Jefferies Financial Group Inc.,17.19,$4.58B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",19.01,$1.91B,2017,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld
JCAP,"Jernigan Capital, Inc.",14.13,$328.83M,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",23.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,0.6289,$106.33M,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,19.98,$887.65M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks
JMP,JMP Group LLC,2.69,$52.66M,2007,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp
JBT,John Bean Technologies Corporation,87.63,$2.78B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,20.54,$383.92M,1994,n/a,n/a,https://old.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,11.33,$138.5M,2011,n/a,n/a,https://old.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,15.06,$175.4M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,15.51,$135.05M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,18.01,$384.48M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,20.21,$527.87M,2002,n/a,n/a,https://old.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,16.15,$511.38M,2003,n/a,n/a,https://old.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,13.2,$642.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,19.17,$678.63M,2004,n/a,n/a,https://old.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,5.3,$57.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,150.01,$395.48B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,37.05,$27.56B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jci
JLL,Jones Lang LaSalle Incorporated,101.37,$5.23B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/jll
JMIA,Jumia Technologies AG,10.36,$812.31M,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/jmia
JIH,"Juniper Industrial Holdings, Inc.",10.3,$444.19M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/jih
JIH.U,"Juniper Industrial Holdings, Inc.",n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/jih.u
JIH.WS,"Juniper Industrial Holdings, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jih.ws
JNPR,"Juniper Networks, Inc.",24.49,$8.11B,1999,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,1.8784,$63.33M,2015,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",0.4636,$70.29M,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",2.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/je^a
LRN,K12 Inc,49.39,$2.02B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lrn
KAI,Kadant Inc,117.25,$1.34B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",3.95,$632.1M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,41.29,$1.14B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,156.36,$14.75B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,28.7,n/a,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu^
KAR,"KAR Auction Services, Inc",14.36,$1.86B,2009,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kar
KMF,"Kayne Anderson Midstream Energy Fund, Inc",4.53,$213.8M,2010,n/a,n/a,https://old.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP/Midstream Investment Company,5.08,$641.79M,2004,n/a,n/a,https://old.nasdaq.com/symbol/kyn
KB,KB Financial Group Inc,30.11,$11.88B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/kb
KBH,KB Home,33.09,$3.24B,1986,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",22.78,$3.24B,2006,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr
K,Kellogg Company,67.46,$23.12B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/k
KMPR,Kemper Corporation,78.82,$5.14B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,26.83,$2.22B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,15.83,$2.27B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,21.2,$1.14B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken
KCAC.U,Kensington Capital Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/kcac.u
KDP,Keurig Dr Pepper Inc.,30.3,$42.64B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kdp
KEY,KeyCorp,11.97,$11.68B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/key
KEY^I,KeyCorp,27.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^i
KEY^J,KeyCorp,26.74,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^j
KEY^K,KeyCorp,26.69,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/key^k
KEYS,Keysight Technologies Inc.,98.37,$18.4B,2014,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,58.21,$6.7B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,8.86,$529.75M,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,144.3,$49.14B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,11.29,$4.88B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim
KIM^L,Kimco Realty Corporation,24.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,24.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",14.89,$33.68B,2011,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi
KFS,"Kingsway Financial Services, Inc.",2.63,$59.73M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,8.48,$10.67B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,47.47,$2.85B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,48.48,$13.44B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,10.06,$846.23M,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,35.57,$30.06B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,26.31,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,26.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,12.72,$258.73M,2013,n/a,n/a,https://old.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,17.1,$948.18M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",45.15,$7.67B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",12.28,$622.9M,2004,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,14.63,$478.31M,2013,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/knop
KN,Knowles Corporation,15.12,$1.38B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,21.46,$3.39B,1992,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,52.17,$47.44B,n/a,Energy,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",17.29,$987.34M,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,20.83,$437.05M,2006,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,8.26,$10.61B,1994,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",28.1001,$142.5M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kf
KFY,Korn Ferry ,30.25,$1.65B,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,1.81,$733.4M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/kos
KRA,Kraton Corporation,18.08,$575.93M,2009,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kra
KR,Kroger Company (The),35.16,$27.35B,n/a,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,10.85,$1.25B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro
KT,KT Corporation,10,$4.91B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",19.41,$5.39B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),3.42,$23.83M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx
LHX,"L3Harris Technologies, Inc.",173.34,$37.42B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx
LH,Laboratory Corporation of America Holdings,200.07,$19.45B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,7.78,$937.46M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,2.96,$146.26M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",68.16,$9.95B,2016,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,5.79,$233.63M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",15.16,$9.07M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,46.84,$35.77B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs
LGI,Lazard Global Total Return and Income Fund,14.61,$190.09M,2004,n/a,n/a,https://old.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,28.18,$2.95B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz
LZB,La-Z-Boy Incorporated,28.38,$1.3B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb
LCII,LCI Industries ,122.91,$3.09B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lcii
LEAF,Leaf Group Ltd.,3.93,$104.97M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/leaf
LEA,Lear Corporation,116.9,$7B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",0.9101,$52.9M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,10.56,$388.66M,2017,Technology,Advertising,https://old.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",49.98,$4.45B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",25.97,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",25.78,n/a,2016,Finance,Investment Managers,https://old.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",36.7,$4.85B,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,30.99,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,32.3501,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,31.95,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn
LDOS,"Leidos Holdings, Inc.",91.37,$12.98B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,2.78,$378.01M,2014,Finance,Real Estate,https://old.nasdaq.com/symbol/leju
LMND,"Lemonade, Inc.",78.5,$4.31B,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/lmnd
LC,LendingClub Corporation,5.53,$386.38M,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lc
LEN,Lennar Corporation,70.93,$22.15B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",257.77,$9.86B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii
LEVI,Levi Strauss & Co,12.04,$4.77B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi
LXP,Lexington Realty Trust,11.06,$3.06B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,53.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",5.49,$3.93B,2004,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl
DFNS,LGL Systems Acquisition Corp.,10.25,$221.02M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/dfns
DFNS.U,LGL Systems Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dfns.u
DFNS.WS,LGL Systems Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dfns.ws
USA,Liberty All-Star Equity Fund,6.07,$1.29B,1986,n/a,n/a,https://old.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",7.25,$301.9M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,6.45,$728.43M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt
LSI,"Life Storage, Inc.",95.14,$4.46B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",1.21,$135.25M,2013,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,37.59,$7.26B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc
LIN,Linde plc,245.34,$128.85B,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin
LNN,Lindsay Corporation,99.27,$1.08B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn
LN,LINE Corporation,51.2,$12.28B,2016,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ln
LINX,Linx S.A.,5.29,$927.25M,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",210.7,$4.8B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,5.46,$491.62M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",48.99,$10.55B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv
LOAK,Live Oak Acquisition Corp.,10.06,$251.5M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/loak
LOAK.U,Live Oak Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/loak.u
LOAK.WS,Live Oak Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/loak.ws
LTHM,Livent Corporation,6.73,$983.86M,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm
RAMP,"LiveRamp Holdings, Inc.",46.23,$3.03B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp
LYG,Lloyds Banking Group Plc,1.49,$26.36B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,10.28,$184.87M,2004,n/a,n/a,https://old.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,394.08,$110.51B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt
L,Loews Corporation,36.67,$10.32B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,5.3,$631.79M,2017,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma
LGVW,Longview Acquisition Corp.,10.12,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/lgvw
LGVW.U,Longview Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/lgvw.u
LGVW.WS,Longview Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lgvw.ws
LPX,Louisiana-Pacific Corporation,29.73,$3.34B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",148.54,$112.15B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,1.09,$31.94M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxu
LTC,"LTC Properties, Inc.",38.23,$1.5B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",1.17,$35.83M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",20.59,$593.3M,2007,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,13.02,$372.99M,2012,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lxfr
LDL,"Lydall, Inc.",16.39,$290.02M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ldl
LYB,LyondellBasell Industries NV,68.37,$22.81B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,103.44,$13.27B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb
MDC,"M.D.C. Holdings, Inc.",41.47,$2.61B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",40.24,$1.15B,1993,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mho
MAC,Macerich Company (The),8.19,$1.16B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mac
